ds,yhat,yhat_lower,yhat_upper
2023-07-02,216.75702081052117,189.10641558741378,244.57571949300535
2023-07-03,238.26838196152505,210.5974728943012,266.4322907920524
2023-07-04,240.0470244828201,211.99155302432513,268.5560995573126
2023-07-05,240.50249207372352,212.66612387241048,265.59447648997434
2023-07-06,239.32794084723272,210.22002869205554,268.0615999357161
2023-07-07,240.38080986380103,211.87161650515128,266.5499787686893
2023-07-08,219.88010356165773,192.54533242208464,249.0878212055126
2023-07-09,220.40062007006017,192.68014572276957,247.2897142102901
2023-07-10,241.91198122103665,212.63345488183168,270.4645574629796
2023-07-11,243.69062374231672,216.02767639938634,272.6153957314516
2023-07-12,244.14609133323574,216.02854030597842,272.2283555469355
2023-07-13,242.7694181499238,213.5563265294168,271.2283097078425
2023-07-14,243.62016520968368,216.48352735283285,272.2677286016501
2023-07-15,222.91733695072057,194.14516370182696,247.65701609430758
2023-07-16,223.23573150234682,195.64752520503941,249.54125872768392
2023-07-17,244.54497069652547,215.86255827480366,272.66106705996015
2023-07-18,246.12149126098615,218.75769791481773,271.3399733682368
2023-07-19,246.3748368950971,218.00637139223403,275.93476294128277
2023-07-20,244.99816371178585,217.22441184921698,273.22600555054333
2023-07-21,245.84891077154148,216.34244642083428,275.2581140694788
2023-07-22,225.14608251259074,197.87175500020163,253.50001761484802
2023-07-23,225.46447706411112,197.11305803520457,253.91340428633575
2023-07-24,246.77371625833203,221.14477757022155,273.6860800469463
2023-07-25,248.35023682283725,218.66194067853033,278.64534845560735
2023-07-26,248.60358245695187,220.30376319306012,278.4410375719052
2023-07-27,247.22690927364042,219.73646686736026,276.548794994485
2023-07-28,248.07765633338423,219.3621274158897,277.7950828019054
2023-07-29,227.37482807442166,197.49387151523928,255.20534308769987
2023-07-30,227.69322262599425,198.50405068952568,255.21136611350917
2023-07-31,249.00246182020481,220.93351848313299,277.2490536893262
2023-08-01,250.57898238469875,221.51280573950356,278.13819355621706
2023-08-02,250.83232801880993,221.54633929263002,279.38840959111405
2023-08-03,249.24097721356992,219.78942905216206,277.74277920287165
2023-08-04,249.8770466514062,221.12518210872435,279.2659852647382
2023-08-05,228.9595407704523,197.79236644980415,257.3642490448696
2023-08-06,229.0632577001175,201.16484639437684,257.73684274223933
2023-08-07,250.15781927236068,221.90743203666358,278.10102720936914
2023-08-08,251.5196622149099,223.31210546140176,280.7451150731756
2023-08-09,251.55833022708975,222.6813012874231,280.04586527308425
2023-08-10,249.96697942184463,220.86613558148554,278.06924411647026
2023-08-11,250.60304885966906,221.42172163132415,280.7861893952751
2023-08-12,229.68554297870327,201.5345461271394,259.3875732115701
2023-08-13,229.78925990840037,200.6707681794867,257.3888846678745
2023-08-14,250.8838214806707,222.74498345493618,279.90268894807764
2023-08-15,252.24566442320017,223.98509700484152,279.331140807044
2023-08-16,252.28433243536784,223.93904529228521,279.54719791948577
2023-08-17,250.69298163011933,222.59149407002073,277.42993761277967
2023-08-18,251.3290510679469,221.7175265562869,279.59272402823296
2023-08-19,230.4115451869739,202.4467554077381,259.30826750367976
2023-08-20,230.51526211664583,201.12667992131293,257.87111622866894
2023-08-21,251.60982368894656,222.3202414450706,280.8060281893117
2023-08-22,252.97166663147132,223.75366762572327,282.7928232260983
2023-08-23,252.8425869630621,224.60446150566614,282.0813132881648
2023-08-24,251.08348847724028,220.2986150978958,280.43752259297963
2023-08-25,251.55181023445297,222.12922865370888,279.61302980483225
2023-08-26,230.46655667300155,200.9256891753761,259.74236082763105
2023-08-27,230.4025259220054,202.81003578275667,260.3502008807399
2023-08-28,251.3293398137389,223.6780679167847,281.47122617891216
2023-08-29,252.52343507568884,224.6028823384338,281.8334733859359
2023-08-30,252.39435540727453,224.68368535321457,282.39487122758413
2023-08-31,250.63525692143202,223.7376147303758,277.5784138617755
2023-09-01,251.10357867866676,222.96456024388593,280.8631925838541
2023-09-02,230.01832511720815,200.2709100800758,258.74330587620483
2023-09-03,229.95429436624454,200.61668283148742,258.77653151204373
2023-09-04,250.8811082579678,221.34086344099487,280.144445431149
2023-09-05,252.07520351990462,223.48460545892374,280.5696682602399
2023-09-06,251.94612385148693,223.0991152715593,277.74084328263535
2023-09-07,250.18702536565755,219.83603965561974,277.7764981988347
2023-09-08,250.65534712288058,223.14867610098904,277.5525865457431
2023-09-09,229.57009356139508,199.15703001874653,257.40949171363957
2023-09-10,229.50606281046336,202.00642976808547,258.3456472378486
2023-09-11,250.43287670211333,221.97191566271093,279.0425628947554
2023-09-12,251.62697196412213,223.74631671460853,280.9886397624722
2023-09-13,251.49789229569933,222.18431277179627,282.70766724056523
2023-09-14,249.5715133334155,223.4450186483697,278.50428099747245
2023-09-15,249.87255461417405,220.4132574591101,277.11135858338986
2023-09-16,228.62002057630335,200.68861469914697,258.1136239413437
2023-09-17,228.38870934887146,200.76728414233483,255.90104249462544
2023-09-18,249.14824276409587,221.4177835479914,277.6314025764232
2023-09-19,250.17505754960283,220.9507884746855,278.11162791861955
2023-09-20,249.87869740474142,221.73805466369285,276.35079546143413
2023-09-21,247.95231844246487,219.83333914433035,277.093652791044
2023-09-22,248.2533597232633,220.75884952461436,277.2743040934852
2023-09-23,227.00082568532153,199.808531002664,254.11777643502177
2023-09-24,226.76951445792153,200.76505585299526,255.08761809003926
2023-09-25,247.52904787313898,218.17156249163787,276.03856158219327
2023-09-26,248.55586265865162,219.26144941074818,278.5708080483671
2023-09-27,248.2595025137901,220.6653426989546,277.1416366259868
2023-09-28,246.3331235515142,219.35814171686425,274.74937715070405
2023-09-29,246.6341648322783,217.9636921989304,277.64699728195404
2023-09-30,225.38163079437908,197.19503474120017,253.3052432657448
2023-10-01,225.150319566992,196.65651687496432,251.92102079696343
2023-10-02,245.9098529821991,219.70308667570615,275.7107167932711
2023-10-03,246.9366677677004,218.14499285336822,273.79566048966586
2023-10-04,246.53499722673047,216.61513545023573,273.6465640818687
2023-10-05,244.50330786836014,216.39945433931342,272.18996942061756
2023-10-06,244.6990387530183,218.51443870119002,274.35955620044075
2023-10-07,223.3411943189905,196.01029585920054,253.0473969720734
2023-10-08,223.00457269547584,195.1267776958487,251.2183175044866
2023-10-09,243.65879571458277,214.23436156052477,271.7198454676192
2023-10-10,244.58030010401657,218.04254088365425,272.61830170425856
2023-10-11,244.1786295630639,215.81160044442598,271.46705037421634
2023-10-12,242.14694020469014,215.08006862503763,270.13256045970707
2023-10-13,242.34267108939562,213.41151388961345,269.3910310902152
2023-10-14,220.9848266552968,191.4538399285758,246.67386455488727
2023-10-15,220.64820503183435,191.04464373688967,248.76540021857673
2023-10-16,241.30242805093104,214.50101460143347,270.60399406994185
2023-10-17,242.22393244035348,213.7126177327628,272.97871478596585
2023-10-18,241.82226189939405,214.31444540021002,272.5774556195735
2023-10-19,239.7905725410162,213.6865364324924,269.1106520905291
2023-10-20,239.98630342572886,209.69091569597038,266.680126687142
2023-10-21,218.6284589916424,191.9443184236946,248.721889788454
2023-10-22,218.2918373681522,188.0455812534798,248.20717546881994
2023-10-23,238.94606038727932,210.83213167723386,269.1646889405761
2023-10-24,239.867564776699,212.94862518593214,266.88910222800587
2023-10-25,239.4658939842422,212.6260368987804,267.3871101040122
2023-10-26,237.43420437438223,210.30253183568365,266.39700508439967
2023-10-27,237.62993500760103,207.78979559730578,264.06601257416474
2023-10-28,216.27209032202077,188.1952129910993,247.07498762596612
2023-10-29,215.9354684471008,189.57575867335933,244.46101611932974
2023-10-30,236.58969121473564,209.63174639521708,265.37377641878874
2023-10-31,237.51119535266199,208.92926233406834,267.9550282117576
2023-11-01,237.10952456020175,210.00458519335325,266.89151870207337
2023-11-02,235.0778349503532,205.86755172735698,262.93605355754465
2023-11-03,235.27356558354532,209.46203212033018,263.30544451499276
2023-11-04,213.91572089803256,185.39777322917067,241.42807028601848
2023-11-05,213.57909902298698,184.6793075655219,242.5117964856518
2023-11-06,234.23332179069294,205.4712730420274,262.85900794776035
2023-11-07,235.1548259286146,207.80464970073956,264.92380012314396
2023-11-08,234.75315513615803,207.44323160078432,262.3827813981966
2023-11-09,232.7214655262905,203.5918860561791,260.8540573743438
2023-11-10,232.9171961594896,204.64461720059907,260.45695282703684
2023-11-11,211.55935147396497,183.16517837600279,240.32501891273003
2023-11-12,211.22272959897163,183.70975065056885,238.16699561305668
2023-11-13,231.87695236668435,204.39168501307654,260.6444923926549
2023-11-14,232.7984561172528,203.11233380822077,262.18639064036745
2023-11-15,232.39678493749207,202.4824087142228,261.7659376395389
2023-11-16,230.36509494031074,203.45822413229402,256.6811541018111
2023-11-17,230.56082518619112,199.72417540067443,260.32398008322997
2023-11-18,209.20298011334484,179.92995196001664,236.4773580840112
2023-11-19,208.86635785106967,182.06941126089237,237.2542863936729
2023-11-20,229.52058023137425,201.2545648226634,258.639499506174
2023-11-21,230.4420839820043,203.0288673698301,258.49268149533566
2023-11-22,230.04041280224885,203.67311750864815,259.75886315935435
2023-11-23,228.0087228050657,199.48642432392165,256.7510923221092
2023-11-24,228.20445305091923,201.1809259670436,257.0766716912592
2023-11-25,206.84660797809576,178.34546986315888,237.29462491822218
2023-11-26,206.50998571581238,178.11465600432967,235.15170234627453
2023-11-27,227.16420809614743,199.47053991553284,256.1359114566612
2023-11-28,228.08571184676617,199.74861524454158,257.68223632629207
2023-11-29,227.68404066700558,198.0831708000609,258.2190834421148
2023-11-30,225.6523506698207,196.38130659148013,253.42134305102948
2023-12-01,225.84808091573657,198.29822018008173,253.65399787126404
2023-12-02,204.49023584292607,174.6186930369315,232.25291952779344
2023-12-03,204.1536135805959,174.15919592975425,232.62431882567876
2023-12-04,224.80783596090362,195.9767296829177,253.02099342157402
2023-12-05,225.7293397115073,196.8567802394774,255.52591997863541
2023-12-06,225.32246134560745,193.6813413485165,253.55630963180664
2023-12-07,223.2855641622707,195.64836234157448,252.42571698754503
2023-12-08,223.47608722199996,195.79522325086867,251.35350733669435
2023-12-09,202.11303496301764,176.52679822496927,229.76083721961115
2023-12-10,201.7712055145595,172.27323295193946,230.74917909169375
2023-12-11,222.4202207087003,193.81759886116959,252.8645501678759
2023-12-12,223.33651727316868,194.66322625243234,253.34941334468712
2023-12-13,222.9296389072448,194.41342270973558,250.9737385169922
2023-12-14,220.89274172390625,191.43445947772994,250.3011946528466
2023-12-15,221.0832647836387,193.46662055395726,252.2934625806201
2023-12-16,199.72021252464918,172.6954499839077,228.04517347749737
2023-12-17,199.37838307614547,170.22031923171735,227.10008163495579
2023-12-18,220.02739827037115,190.8191328417989,247.4462439826217
2023-12-19,220.9436948347904,193.04186414034848,248.89802501041936
2023-12-20,220.53681646888052,191.66042088836156,247.52336409113923
2023-12-21,218.49991928554925,187.94301411801737,246.578967683469
2023-12-22,218.69044234527743,189.84262873231583,247.82247653043584
2023-12-23,197.327390086261,171.12683672301154,224.57494082531508
2023-12-24,196.9855606377892,167.20811897697567,225.4903196063371
2023-12-25,217.63457583200787,188.86733441678373,245.79240421641134
2023-12-26,218.55087239643282,189.2356149568459,247.53296507428158
2023-12-27,218.1156438343854,189.12605067615917,245.08508672905234
2023-12-28,216.05039645490854,187.82632283358075,245.56479020226377
2023-12-29,216.2125693184889,186.74098911469858,244.13334797172834
2023-12-30,194.82116686338256,166.1645968142241,223.23180480842686
2023-12-31,194.45098721879125,166.08700732793008,222.00032430889254
2024-01-01,215.07165221686728,185.937367140444,244.7167080213734
2024-01-02,215.95959858515715,188.56489913165495,243.79465406717185
2024-01-03,215.52437002309438,186.15422001075297,244.0735525972272
2024-01-04,213.45912264362482,184.24315446096085,242.8320744926198
2024-01-05,213.62129550723,186.4504811201428,240.03507046317984
2024-01-06,192.2298930520677,163.43752735462084,221.612289549735
2024-01-07,191.85971340750825,162.85104074007492,220.67609108294747
2024-01-08,212.48037840552803,181.9614009685497,241.58984888585624
2024-01-09,213.36832477386244,181.80204233666862,240.32128089265967
2024-01-10,212.93309621180657,185.42789680997495,240.94985388777692
2024-01-11,210.8678488323336,180.4239025460059,236.9706358284015
2024-01-12,211.030021695942,182.69662506396307,241.15280300344784
2024-01-13,189.63861924083216,161.82659508121347,218.1360558411689
2024-01-14,189.2684395962456,161.49456419839092,215.1703895023458
2024-01-15,209.88910459425506,181.92959411966504,237.36924506170706
2024-01-16,210.77705096256773,182.66592571748058,238.6581189956867
2024-01-17,210.34182240051553,182.42556346504898,239.00506322342062
2024-01-18,208.2765750210499,180.79674311292413,238.31467351909848
2024-01-19,208.43874787793115,179.84593218566647,238.81806165630297
2024-01-20,187.0473454160912,161.28649160498958,216.68833786943844
2024-01-21,186.67716576477358,156.7658277198328,215.47674750471097
2024-01-22,207.29783075609066,177.79566427096393,234.54269320887815
2024-01-23,208.1857771176691,177.36801958467336,236.74628294153447
2024-01-24,207.7505485488939,179.9679949725343,235.6377696979225
2024-01-25,205.68530116269858,177.74115557360744,232.42021163101097
2024-01-26,205.84747401956793,178.51555811368456,233.14333543290408
2024-01-27,184.4560715577358,156.20743309026278,213.4053249642722
2024-01-28,184.0858919064508,155.7037641558053,212.69236891154497
2024-01-29,204.70655689769129,177.3068856607489,231.3340885176235
2024-01-30,205.59450325932465,177.61411750326423,232.25944812710898
2024-01-31,205.1592746905443,176.6426511384167,234.25788352485665
2024-02-01,203.09402730435062,172.43117731715117,231.6418704749107
2024-02-02,203.25620016120473,175.834081774445,230.54576369607005
2024-02-03,181.86479769936076,155.93980334807878,210.35660085599946
2024-02-04,181.49461804804986,151.99685600247886,210.27247666934664
2024-02-05,202.11528303934108,171.55508994936065,231.33635233237902
2024-02-06,203.00322940096976,175.211351039853,232.08342659382868
2024-02-07,202.56800083219474,174.7875497784861,232.57761047951425
2024-02-08,200.50275345184411,171.8844646473332,227.7885202032286
2024-02-09,200.6649263145904,171.0040076718477,227.995051708283
2024-02-10,179.27352385852015,152.11952057866506,209.34279080704098
2024-02-11,178.90334421308597,151.66529916346974,208.13775882908783
2024-02-12,199.52400921024915,171.153755085027,226.94474524566877
2024-02-13,200.41195557768384,172.4149385564439,226.17318336094647
2024-02-14,199.9767270147573,171.60190206090311,227.6767864708637
2024-02-15,197.91147963441398,169.86148098568106,228.99173347643605
2024-02-16,198.07365249715593,169.9370190601551,223.95028929098277
2024-02-17,176.68225004107853,150.11625365406422,204.62815397641447
2024-02-18,176.31207039565655,148.66596627705647,203.89383206923938
2024-02-19,196.93273539281267,166.84780941551327,225.98668167888795
2024-02-20,197.8206817602618,170.38739364560914,224.6126640661791
2024-02-21,197.38545319731986,168.0640757844683,224.9285228233427
2024-02-22,195.3202058169763,167.63807774916756,224.1817468807081
2024-02-23,195.4823786796915,168.84459002572044,222.69563907973222
2024-02-24,174.09097622363686,147.05465524024643,203.05563117978696
2024-02-25,173.72079657816937,146.01734584940854,203.10918822821637
2024-02-26,194.34146157539334,166.65137494150895,220.85141362245304
2024-02-27,195.22940794283102,166.76683986939753,226.65189038596444
2024-02-28,194.79417937989066,164.66414100477166,224.26797155980017
2024-02-29,192.72893199954612,162.91914676753078,219.90771983693273
2024-03-01,192.89110489143746,163.7673321643575,219.3562848873217
2024-03-02,171.49970246461586,143.3991242008419,202.0576761350079
2024-03-03,171.12952284828137,144.6845179448266,200.49331747788744
2024-03-04,191.75018787467891,163.30873890551098,219.72615999701344
2024-03-05,192.63813427128207,163.64516321330396,220.68160014639938
2024-03-06,192.20290573753945,163.02356661938032,220.73616870408563
2024-03-07,190.13765838636067,161.77406533108098,219.01898816247495
2024-03-08,190.29983127825162,159.69816461618495,219.5270882534666
2024-03-09,168.90842885141814,140.60240680518282,198.40341675341918
2024-03-10,168.53824923513588,142.43682213508595,196.20641750933976
2024-03-11,189.15891426152305,158.04751308321315,216.7473636341045
2024-03-12,190.04686065811492,160.3065517938228,219.41678807527794
2024-03-13,189.61163212436557,162.6382420030554,221.02744785102655
2024-03-14,187.54638477319403,158.72563415030726,217.19665861553952
2024-03-15,187.70855766508075,158.9860775630528,216.12831563734917
2024-03-16,166.31715523825972,139.7943612845093,193.693155247891
2024-03-17,165.94697562194963,137.26772777202623,195.74426108537804
2024-03-18,186.567640648301,157.40615964474244,215.27162599905506
2024-03-19,187.45558704493737,161.54358838160977,216.16911510142032
2024-03-20,187.0203585111917,157.78179423707812,215.83020093976984
2024-03-21,185.11529173862817,156.4756704427334,214.36398737560276
2024-03-22,185.4376452091112,155.60415213223422,212.88673327846152
2024-03-23,164.20642336094616,137.41547648787733,191.24909588147756
2024-03-24,163.99642432323682,135.2916944021502,194.10132494496
2024-03-25,184.7772699281861,154.1739875500505,211.2155047670053
2024-03-26,185.8253969034193,157.83402684090706,214.12722641372994
